chunk_id,category,title,text,language,major,source,status
study_0225,study_plan,Energy Engineering study plan,"eying measurements, sheet metal fabrication, household electric circuits, and installation of simple com puter networks. Prerequisites: - 00101104: Workshop II 1 Cr (0,3) This course covers hands on training on manual and electric driven tools, electric arc welding, spot welding, resistance welding, sand casting, sheet metal forming, longitudinal lathing, longitudinal and inclined turning, and metal milling. Prerequisites: 00101103 00102205: Advanced Workshop for Energy Engineers 1 Cr (0,3) This lab focuses on practical aspects of solar and wind energy systems. It covers the components of each system including different types of inverters, charge controllers and batteries. In addition it covers the use of 23 advanced measurement tools such as po wer analyzers, clamp meters and irradiance temperature meter.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0226,study_plan,Energy Engineering study plan,"covers the use of 23 advanced measurement tools such as po wer analyzers, clamp meters and irradiance temperature meter. The students end up designing a PV system using software tools and then constructing this system and operating it. Prerequisites: 00101104 00103110: Engineering Math 4 Cr (3,3) This course aims to develop students’ skills in the mathematical principles and theories that are directly applicable to the engineering industry. Students will be introduced to mathematical methods and statistical techniques that enable them to analyze and sol ve problems within an engineering context.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0227,study_plan,Energy Engineering study plan,"atical methods and statistical techniques that enable them to analyze and sol ve problems within an engineering context. Among the topics included in this course are: Arithmetic and geometric progressions; exponential, logarithmic, circular, and hyperbolic functions; mean and standard deviation of grouped data, linear regression; Bi nomial and normal distributions; sine waves and their applications, trigonometric and hyperbolic identities; vector functions; and the use of differential and integral calculus in solving engineering problems. Prerequisites: 30303111 00102111: Engineering Science 4 Cr (3,3) This course introduces the fundamental laws and applications of the physical sciences within engineering and how to apply this knowledge to find solutions to a variety of engineering problems.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0228,study_plan,Energy Engineering study plan,"ical sciences within engineering and how to apply this knowledge to find solutions to a variety of engineering problems. Among the topics included in this course are: international system of units, interpreting data, static and dynamic forces, fluid mechanics and thermodynamics, material properties and failure, and A.C./D.C. circuit theories. Prerequisites: 30303112 00101112: Engineering Design 4 Cr (3,3) This course introduces the methodical steps that engineers use in creating functional products and processes; from a design brief to the work, and the stages involved in identifying and justifying a solution to a given engineering need.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0229,study_plan,Energy Engineering study plan,"design brief to the work, and the stages involved in identifying and justifying a solution to a given engineering need. Among the topics in cluded in this course are: Gantt charts and critical path analysis, stakeholder requirements, market analysis, design process management, modelling and prototyping, manufacturability, reliability life cycle, safety and risk, management, calculations, drawi ngs and concepts and ergonomics. Prerequisites: 00101100 00103213: Further Mathematics 4 Cr (3,3) This course introduces additional mathematical topics to students, advancing their knowledge of the underpinning mathematics gained in the Engineering Mathematics course. The purpose of this course is to prepare students to analyze and model engineering si tuations using mathematical techniques.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0230,study_plan,Energy Engineering study plan,"urpose of this course is to prepare students to analyze and model engineering si tuations using mathematical techniques. Among the topics included in this course are number theory, complex numbers, matrix theory, linear equations, numerical integration, and graphical representations of curves for estimation within an engineering contex t. Furthermore, this course expands students’ knowledge of calculus to discover how to model and solve engineering problems using first and second order differential equations. 24 Prerequisites: 00103110 00102220: Managing A Professional Engineering Project 4 Cr (3,3) This course introduces students to the techniques and best practices required to successfully create and manage an engineering project designed to identify a solution to an engineering need.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0231,study_plan,Energy Engineering study plan,"equired to successfully create and manage an engineering project designed to identify a solution to an engineering need. Among the topics covered in this course are: roles, responsibilities and behaviors of a professional engineer, planning a project, project management stages, devising solutions, theories and calculations, management using a Gantt chart, evaluation techniques, communication skills, an d the creation and presentation of a project report. Pre-Requisite: 00101112 00103375: Introduction to Artifical Intelligence and Data Science 3 Cr (2,3) This course gives an introduction to Artificial Intelligence and Data Science. It provides an overview of AI development history, explains AI ethics, and discusses future trends. The course reviews basic math concepts in Calculus, Linear Algebra, and Probability Theory.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0232,study_plan,Energy Engineering study plan,"and discusses future trends. The course reviews basic math concepts in Calculus, Linear Algebra, and Probability Theory. The math exposure will be limited, and only essential concepts will be discussed. The course will introduce the following topics: Data Visualization, Data Pre - Processing, Missing Data, Normalization and Standardization, Log Transformation, Cross and Auto Correlation, Linear and Nonlinear Regression, Clustering and Classif ication, Machine Learning, Artificial Neural Networks, Deep Learning, Supervised and Unsupervised learning. Different examples and case studies will be provided and discussed. The course will introduce Python with its most popular packages (NumPy, Pandas, Matplotlib, Scikit -learn, and TensorFlow) and introduce available platform environments.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0233,study_plan,Energy Engineering study plan,"pular packages (NumPy, Pandas, Matplotlib, Scikit -learn, and TensorFlow) and introduce available platform environments. This is a hands -on and project - based course and will include a laboratory that will enhance the students’ coding skills. Prerequisites: 40303130 & 00103110 Program Requirements Course Descriptions 00102321: Professional Engineering Management 4 Cr (3,3) This course aims to continue building up on the knowledge gained by Managing a Professional Engineering Project course, to provide students with the professional standards for engineers and to guide them on how to develop the range of employability skills needed by professional engineers.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0234,study_plan,Energy Engineering study plan,"ds for engineers and to guide them on how to develop the range of employability skills needed by professional engineers. Among the topics included in this course are: engineering strategy and services delivery planning, the role of sust ainability, Total Quality Management (TQM), engineering management tools, managing people and becoming a professional engineer. Prerequisites: 00102220 00103230: Electrical and Electronic Principles 4 Cr (3,3) This course provides students with a good and wide -ranging grasp of the fundamental principles of electrical and electronic circuits and devices.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0235,study_plan,Energy Engineering study plan,"nts with a good and wide -ranging grasp of the fundamental principles of electrical and electronic circuits and devices. Topics included in this course are: Analysis of simple 25 circuits with constant voltages and currents, using cir cuit laws, Kirchhoff’s and Thevenin’s laws, and the superposition principle; analysis of simple circuits with sinusoidal voltages and currents; basis of semiconductor action, and its applications to simple electronic devices, such as junction diode, Zener diode, light emitting diode, bipolar transistor, junction field effect transistor (FET), and metal oxide semiconductor FET (MOSFET); difference between analogue and digital electronics, and simple applications of each.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0236,study_plan,Energy Engineering study plan,"oxide semiconductor FET (MOSFET); difference between analogue and digital electronics, and simple applications of each. Prerequisites: 00102111 00103240: Electronic Circuits and Devices 4 Cr (3,3) This course introduces students to the use of electronics manufacturers’ data to analyze the performance of circuits and devices, the operational characteristics of amplifier circuits, the types and effects of feedback on a circuit performance, and the ope ration and application of oscillators. Students will also be introduced to the application of testing procedures to electronic devices and circuits, and the use of the findings of the tests to evaluate their operation.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0237,study_plan,Energy Engineering study plan,"ing procedures to electronic devices and circuits, and the use of the findings of the tests to evaluate their operation. Among the topics included in this cou rse are: Power amplifiers (classes A, B, and AB); operational amplifiers (inverting, non -inverting, differential, summing, integrator, differentiator); feedback types, such as open, closed, positive, and negative feedback; frequency, stability, frequency d rift, distortion, amplitude, wave shapes, and testing procedures. Prerequisites: 00103230 00103232: Further Electrical, Electronic and Digital Principles 4 Cr (3,3) This course focuses on using appropriate mathematical techniques to solve a range of electrical and electronic problems by applying appropriate circuit theorems and computer simulation tools.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0238,study_plan,Energy Engineering study plan,"ve a range of electrical and electronic problems by applying appropriate circuit theorems and computer simulation tools. Topics include steady state circuit analysis techniques such as mesh and nodal analysis, using complex notation and phasor diagrams to analy ze single and three -phase AC circuits. Terminology related to power calculations such as instantaneous power, power factor, real and reactive power are summarized based on the power triangle representation. The course also briefs the characteristics of non -linear circuits including diodes and transistors. Prerequisites: 00103230, 00103213 00103331: Industrial Power, Electronics and Storage 4 Cr (3,3) This course reviews the main issues related to energy demand and production, efficiency measures and policies, and interfacing between renewable energy sources and the grid.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0239,study_plan,Energy Engineering study plan,"demand and production, efficiency measures and policies, and interfacing between renewable energy sources and the grid. It reviews the historical perspective of energy production and demand, their envir onmental effects, and the necessity of renewable, or sustainable, energy sources. Energy auditing and management skills are delivered through this course, discussed through examples of energy efficiency in buildings and electric vehicles. Renewable energy sources are then investigated in detail, concentrating on their theoretical models, control circuits, and grid interfacing techniques. The impact of connecting renewable energy sources to the grid is also discussed, introducing the principle of smart grid.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0240,study_plan,Energy Engineering study plan,"he impact of connecting renewable energy sources to the grid is also discussed, introducing the principle of smart grid. Prerequisites: 00103240 26 00103250: Instrumentation and control systems 4 Cr (3,3) This course discusses the main components of instrumentation and measurements systems including various types of sensing elements (such as: displacement, speed, pressure, temperature and strain), variable conditioning and signal processing techniques, in a ddition to signal representation methods. The course also introduces the concepts and terminology of control systems, such as: open and closed loop systems, discrete and analogue systems, and focuses on process controllers. Proportional -Integral -Differenti al (PID) controllers are investigated in details according to their mathematical models.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0241,study_plan,Energy Engineering study plan,"portional -Integral -Differenti al (PID) controllers are investigated in details according to their mathematical models. Multiple practical experiments and simulations exercises are conducted throughout the course demonstrating conventional instrumentation circuits. Prerequisites: 00103 230 00103333: Electrical Machines 3 Cr (2,3) This course provides the theoretical background of standard electrical machines. It presents the main principles of electro -magnetism, reluctance circuits and transformers operation. It provides detailed analysis of common alternating -current machines such as single -phase and three -phase motors. Different types of machines such as induction and synchronous types are compared in terms of operation, speed -torque characteristics, and applications.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0242,study_plan,Energy Engineering study plan,"as induction and synchronous types are compared in terms of operation, speed -torque characteristics, and applications. Prerequisites: 00103232 00101240: Fundamen tals of Thermodynamics and Heat Engines 4 Cr (3,3) This course introduces the principles and concepts of thermodynamics and its application in modern engineering. Among the topics included are: Forms of energy and basic definitions, properties of pure substances, first law of thermodynamics, polytrophic pr ocesses, application of steady flow energy equation to plant equipment, principles of heat transfer, application of the second law of thermodynamics and efficienc y improvements of heat engines. Prerequisites: 001 02111 00101241: Fluid Mechanics 4 Cr (3,3) This course introduces fluid mechanics principles used in mechanical engineering applications .",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0243,study_plan,Energy Engineering study plan,"uid Mechanics 4 Cr (3,3) This course introduces fluid mechanics principles used in mechanical engineering applications . Among topics included in this course are: pressure and force, submerged surfaces, fluid flow theory, continuity equation, energy equation, aerodynamics, and hydraulic machinery, characteristics of Newtonian and non- Newtonian fluids, losses in pipes and conduits, operating principles of various water turbines and pumps. Prerequisites: 001 02111 27 00101 343: Further Thermodynamics 4 Cr (3,3) The aim of this course is to build on the techniques explored in Fundamentals of Thermodynamics and Heat Engines course, to develop further students’ skills in applied thermodynamics by investigating the relationships between theory and practice.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0244,study_plan,Energy Engineering study plan,"velop further students’ skills in applied thermodynamics by investigating the relationships between theory and practice. Among the topics included in this unit are: irreversibility, heat pumps and refrigeration, performance of air compressors, Rankine cycle and steam power plant s, Brayton cycle and gas turbine power plants . Prerequisites: 001 01240 00101442 : Heat and Mass Transfer 3 Cr (2,3) The course introduces the governing laws and applications of heat and mass transfer. Among the topics included in this course are: Basic concepts and modes of heat transfer, Heat conduction equation, Steady heat conduction, Forced convection: External and internal flow, free convection, Heat exchangers , mass transfer: Diffusion process, Fick ’s law, concept of permeability.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0245,study_plan,Energy Engineering study plan,"nternal flow, free convection, Heat exchangers , mass transfer: Diffusion process, Fick ’s law, concept of permeability. Prerequisites: 001 01240 00101345 : Heating, Ventilation and Air Conditioning (HVAC) 3 Cr (2,3) This course introduces the most important HVAC systems and their supporting elements, and the underpinning science that is currently used in many different buildings around the world. Among topics included in this course are: Psychrometric principles, ther mal comfort, air conditioning processes, inside and outside design conditions, heating and cooling load calculations, infiltration, ventilation rates, solar gain, design of heating and air conditioning systems, selection of HVAC equipment and components, codes and standards.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0246,study_plan,Energy Engineering study plan,"r gain, design of heating and air conditioning systems, selection of HVAC equipment and components, codes and standards. Prerequisites: 001 01240 00101366 : Lean manufacturing 4 Cr (3,3) The aim of this course is to introduce the principles and processes of lean manufacturing and explore the tools and techniques that are applied by organizations practicing lean. Among the topics included in this course are: scoping and defining lean manufa cturing, the benefits and challenges of adopting Lean, The Toyota Production System (TPS), common tools and techniques associated with lean manufacturing and process improvement, and the most appropriate improvement tool(s) to tackle a problem.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0247,study_plan,Energy Engineering study plan,"iated with lean manufacturing and process improvement, and the most appropriate improvement tool(s) to tackle a problem. Prerequis ites: 00101112 00102330: Energy Resources and Conversion 3 Cr (3,0) This course introduces the students to the fundamentals of energy conversion principles and systems, and covers contemporary energy issues and challenges. Topics covered include: Global energy demand and energy mix , future energy outlook, environmental impacts, Crude oil and petroleum products, natural gas, oil shale, coal, nuclear energy, renewable energy, final energy use, engines, power plants, 28 cogeneration, combustion, boilers and furnaces, heat exchanges and heat recovery, electrical power transmission and d istribution systems, energy storage .",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0248,study_plan,Energy Engineering study plan,"nd furnaces, heat exchanges and heat recovery, electrical power transmission and d istribution systems, energy storage . Prerequisites: 00101240 00102340 : Renewable Energy Systems and Technologies 3 Cr (2,3) This course introduces students to renewable energy resources and technologies, including the assessment of the benefits and limitations of each of them. T opics covered include: Renewable energy resource assessment, wind energy, solar thermal energy system s, solar photovoltaic systems, hydropower, geothermal energy systems, wave energy, biogas and biofuels, grid integration, legislative frameworks, economics of renewable energy. Prerequisites: 001 02111 00102541: Photovoltaic Systems 3 Cr (2,3) This course covers an in -depth analysis of solar photovoltaic systems and technologies and focuses on the practical design considerations.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0249,study_plan,Energy Engineering study plan,"an in -depth analysis of solar photovoltaic systems and technologies and focuses on the practical design considerations. Topics covered include: Solar radiation characteristics, solar insolation over collecting surfaces and shading analysis, categories of photovoltaic systems, specification and selection of solar PV modules, t ypes and characteristics of grid -connected inverters, fixed and tracking mounting structures, design of grid -connected PV systems using software tools, energy yield calculations, economic feasibility, testing and commissioning, operation and maintenance, off-grid PV systems, hybrid PV -systems, and storage technologies.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0250,study_plan,Energy Engineering study plan,"testing and commissioning, operation and maintenance, off-grid PV systems, hybrid PV -systems, and storage technologies. Prerequisites: 00103232 & 00102340 00102531: Energy Economics, Policy, and Regulations 3 Cr (3,0) This course is designed to equip the student with basic economic analysis tools and to familiarize him with the current and evolving legislative and policy framework. Topics covered include: Engineering economic analysis, time -value of money, cash flow, measures of economic feasibility, life cycle analysis, investment assessment criteria and options, energy demand and supply, national energy balance, energy pricing and electricity tariff structures, national energy strategies, national energy legislation s, energy project models and contracts (EPC, BOT, DBO) .",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0251,study_plan,Energy Engineering study plan,"ctures, national energy strategies, national energy legislation s, energy project models and contracts (EPC, BOT, DBO) . Prerequisites: 00102330 00102532: Energy Efficiency and Management 3 Cr (2,3) This course prepares the student to conduct detailed energy audits, recommend energy saving measures, and design effective energy management plans. Topics covered include: Need for energy management, types of energy audits, planning and conducting energy audits, energy audit reports, measurement dev ices and instruments, performance contracting, energy purchasing, energy accounting and benchmarking, codes and standards, energy efficiency in various systems (electrical, lighting, HVAC, building envelope, boilers and steam networks, motors and drives, m otors, pumps and fans, compressed air systems, heat recovery, thermal energy storage), energy management systems (ISO 50001).",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0252,study_plan,Energy Engineering study plan,", pumps and fans, compressed air systems, heat recovery, thermal energy storage), energy management systems (ISO 50001). 29 Prerequisites: 00102330 00102522: Maintenance Engineering 3 Cr (3,0) This course introduces the concepts of Reliability, maintainability, availability, and safety of products and systems, with practical applications and case studies. Topics covered include: Building and analyzing reliability models using block diagrams, Fault Tree Analysis (FTA), Failure Mode & Effect Analysis (FMEA), concepts and methods of maintenance planning and management with a focus on corrective and preventive maintenance, cost estimation and scheduling of maintenance activities, forecasting of spare parts needed for equipment maintenance , inventory control models, introduction to computerized maintenance management systems.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0253,study_plan,Energy Engineering study plan,"eeded for equipment maintenance , inventory control models, introduction to computerized maintenance management systems. Prerequisites: 001 02321 00102542: Solar Thermal Systems 3 Cr (2,3) This course aim s to qualify the student to design and analyse a variety of solar thermal systems taking into consideration theoretical and practical aspects. Topics covered include: Properties of solar radiation, materials and thermal fluids, types of solar thermal systems, specifications of solar collectors, perfor mance characteristics, solar water storage tanks, solar control units, circulation systems, codes and standards, solar thermal power plants, industrial solar systems, solar cooling applications, swimming pool heating applications, solar desalination applic ations.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0254,study_plan,Energy Engineering study plan,"ustrial solar systems, solar cooling applications, swimming pool heating applications, solar desalination applic ations. Prerequisites: 001 01242 00102543: Wind Energy 3 Cr (2,3) This course covers the fundamentals of the design, testing, and operation aspects of modern wind turbine systems. Topics covered include: Wind characteristics and resources, wind resource assessment, wind measurement s and instrumentation, aerodynamics of w ind turbines, blade design, wind turbine mechanics and rotor dynamics, electrical aspects, materials and components of wind turbines, testing and performance, control systems, wind energy integration and economics. Prerequisites: 00103333 00102544: Green Buildings 3 Cr (2,3 ) This course introduces sustainability concepts in new and existing buildings and prepares the student for international certification in green buildings.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0255,study_plan,Energy Engineering study plan,"lity concepts in new and existing buildings and prepares the student for international certification in green buildings. Topics covered include: Green buildings rating systems, LEED concepts and categories, site sustainabil ity strategies, water efficiency and wastewater technologies, energy performance, building simulation, renewable energy in buildings, fundamental and enhanced commissioning, sustainable building materials, indoor air quality, lighting and thermal comfort, innovative design case studies. Prerequisites: 00102111 30 00102545: Sustainability 3 Cr (3,0 ) This course provides an in -depth discussion of modern sustainability concepts , challenges, and strategies in a global perspective.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0256,study_plan,Energy Engineering study plan,"provides an in -depth discussion of modern sustainability concepts , challenges, and strategies in a global perspective. Topics covered include: Natural cycles and eco -systems, United Nations millennium goals, national and regional sustainability planning, climate change and greenhouse gas management, energy -water -food nexus, pollution and waste, environmental justice, corpo rate and organizational sustainability management, ISO 14001, ISO 26000. Prerequisites: 00102340 00102550: Energy Storage 3 Cr (2,3) This course introduces the student to state -of-the-art energy storage technologies and systems, and the design and integration aspects in modern power systems.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0257,study_plan,Energy Engineering study plan,"ate -of-the-art energy storage technologies and systems, and the design and integration aspects in modern power systems. Topics covered include: Role of storage in modern power systems, technologies of energy storage systems, mechanical energy storage, electromagnetic energy storage, Lithium ion batteries, Lead acid batteries, flow batteries, sodium ion batteries, battery management systems, protection technologies, on -grid and off -grid operation control technologies, design and economic analysis of storage systems, grid -impact considerations, applications in micro grids. Prerequisites: 00103331 00102551: Smart Grids 3 Cr (2,3) This course provides an in -depth introduction to the aspects and consideration governing the evolution of conventional electrical networks into smart grids.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0258,study_plan,Energy Engineering study plan,"roduction to the aspects and consideration governing the evolution of conventional electrical networks into smart grids. Topics covered include: anatomy of smart grids, smart grid infrastructure, smart grid operation, co mmunication, cyber security, IEC 61850, power system protection applications, demand side management applications, energy storage applications, integration of electric vehicles. Prerequisites: 00103331 00102552: Electric and Hybrid Vehicles 3 Cr (2,3) This course introduces the fundamentals, principles and design of hybrid and electric vehicles. Among the topics covered are: components and operation of hybrid and electric vehicles, s izing the drive system , energy storage devices and challenges, battery and charging technologies, energy management systems , vehicle dynamics and tran smission, performance analysis.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0259,study_plan,Energy Engineering study plan,"battery and charging technologies, energy management systems , vehicle dynamics and tran smission, performance analysis. Prerequisites: 00103333 31 00102553: Energy Simulation in Buildings 3 Cr (2,3) This course builds on the knowledge of the student in energy systems used in buildings through the application of modern software tools to optimize energy efficient design strategies. Topics covered include: integrative modelling methods, energy models, model formulation process, processing the energy equations, fluid and heat flow, HVAC systems, on -site renewable energy, passive design aspects, practical applications. Prerequisites: 00101545 00102523: Health, Safety , and Environment 1 Cr (1,0) The course aims to qualify the student for international certification in health and safety and environmental awareness at work.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0260,study_plan,Energy Engineering study plan,"se aims to qualify the student for international certification in health and safety and environmental awareness at work. Topics covered include: Fund ame ntals of health and safety, the responsibility for health and safety, risk assessment and control, work equipment, transport safety, working with electricity, fire safety, manual handling, repetitive activity, hazardous substances, practical risk assessment planning activity, environ mental awareness, pollution impact assessment, dealing with emergencies. Prerequisites: 00102321 00102593: Special Topic s in Energy Engineering 3 Cr ( 3,0) This course will cover a thorough study of a state -of-the-art topic on one of energy engineering fields that is required by industry. The course content will vary each and will focus on concepts that are not addressed in current course selections.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0261,study_plan,Energy Engineering study plan,"ustry. The course content will vary each and will focus on concepts that are not addressed in current course selections. Prerequisites: Department Approval 00102490: Research Project for Energy Engineers 4 Cr (2,6) This course introduces the skills necessary to deliver a complex, independently conducted research project that fits within an energy engineering context. Topics included in this course are: Finding a research problem, project proposal, selection of project approach, literature review, data analysis and interpreting findings, project management and key milestones, reporting the research, project oral presentation, and research publication methods. Prerequisites: Department appr oval 00102494: Capstone Project for Energy Engineers 3 Cr (1,6) This course focuses on how choose and refine capstone project based on feedback from faculty, peers and partner organizations.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0262,study_plan,Energy Engineering study plan,"ourse focuses on how choose and refine capstone project based on feedback from faculty, peers and partner organizations. It introduces technical methods for analyzing, designing, prototyping, synthesizing, troubleshooting, and testing a project relevant to energy engineering. The students practice project documentation, formal design review presen tations, oral defense of the project, and writing a final report. Prerequisites: Department approval 32 00102496: Practical Training for Energy Engineers (PATH) 18 Cr (0,40) The practical training program is the bridge between academic study and industry. It is designed to transform the apprentice from a student to an employee. The main objective is to improve graduate readiness for full -time employment upon graduation.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0263,study_plan,Energy Engineering study plan,"a student to an employee. The main objective is to improve graduate readiness for full -time employment upon graduation. It is an 8 -month work placement opportunity for a student where they apply the technical knowledge obtained during study and develop their workplace skills to match high international standards. The program is designed to allow updated monitoring of the apprentice progress and development. Prerequisites: Department approval 00103534 : Power Systems 3 Cr (2,3) This course covers an introduction to electrical energy sources and power system components. Review of 1 -phase AC circuits, 3 -phase AC circuits, complex power, and modeling of transformers and generators. Power system representation using graphical and mat hematical methods. The one -line diagram. The concept of Per unit quantities. Per unit calculations applied to power systems.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0264,study_plan,Energy Engineering study plan,"ical methods. The one -line diagram. The concept of Per unit quantities. Per unit calculations applied to power systems. Transmission line Modeling: series impedance and shunt admittance. Transmission lines analysis: currents, voltages and power relat ionships at both ends, voltage regulation and efficiency, reactive power compensation. Power flow problem and analysis using Gauss -Seidel method, Newton -Raphson technique, decoupled power flow. Symmetrical 3 -phase fault calculations. Symmetrical components . Unsymmetrical fault calculations. Prerequisites: 00103232 Version Feb 2023 English Intermediate + Lab (Eng.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0265,study_plan,Energy Engineering study plan,"components . Unsymmetrical fault calculations. Prerequisites: 00103232 Version Feb 2023 English Intermediate + Lab (Eng. 120) Arabic Language and Communication skills Engineering Math Semester 1 Semester 2 Semester 3 Semester 4 Semester 5 Semester 6 Semester 7 Semester 8 Semester 9 Semester 10Safety, Health and Environment Photovoltaic Systems Energy Efficiency and Management Foundation English Intermediate Intensive +Lab (Eng. 100 or 110) Functional Math Functional Physics STEM Lab I Introduction to Engineering Drawing Workshop I Fundamentals of Computing Engineering Science Engineering Design STEM Lab II Workshop II Further Math Electrical and Electronic Principles Fundamentals of Thermodynamics and Heat Engines Professional Skills Professional Practice Advanced Workshop for Energy Engineers Fluid Mechanics Managing A Professional Engineering Project Heat and Mass Transfer Electronic C",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0266,study_plan,Energy Engineering study plan,"hop for Energy Engineers Fluid Mechanics Managing A Professional Engineering Project Heat and Mass Transfer Electronic Circuits & Devices University Elective English Upper-Intermediate (Eng. 130) Professional Engineering Management University Elective Further Thermodynamics Further Electrical, Electronic and Digital Principles Industrial Power, Electronics, and Storage Energy Resources & Conversion Lean Manufacturing Instrumentation & Control systems Entrepreneurship Boot Camp English Advanced (140) (Bachelor Course) Research Project for Energy Engineers Practical Training for Energy Engineering (PATH) Power systems Program Elective Energy Economics, Policy, and Regulations Heating, Ventilation and Air Conditioning (HVAC) Introduction to AI and Data Science Program Elective Capstone Project for Energy Engineers Leadership Camp University Elective Program Elective Energy Engineering Progr",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0267,study_plan,Energy Engineering study plan,tive Capstone Project for Energy Engineers Leadership Camp University Elective Program Elective Energy Engineering Program Map (Oct. 2022) Program Elective Program Compulsory University Requirement School Requirement Prerequisite Oct. 2022 Practical Training 18 19 4 3 3 1 2 1 4 3 4 4 4 4 4 4 4 4 4 4 4 4 1 3 4 4 1 3 3 3 3 3 3 1 3 4 4 1 1 1 1 3 1 1 4 6 3 1 Course Credit Hours 166 Semester Credit Hours 18 20 18 20 10 12 16 3 3 3 1 HNC HND HNC HNC HNC HNC HNC HNC HNC HND HND HND HND HND HND HND HNC Higher National Certificate Higher National Diploma. Technical Degree Bachelor Degree Co-rerequisite Military Science 1 3 Renewable Energy Systems and Technologies 3 Practical Training for Energy Engineering (PATH) continuation 12 15 Capstone Project for Energy Engineers continuation 2 132,en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0268,study_plan,Industrial Engineering study plan,"School of Engineering Technology Bachelor Degree in Industrial Engineering Study Plan 2023 Program General Objectives : 1. Provide world -class, flexible, STEM -based education which combines in -depth technical knowledge with professional, leadership, and entrepreneurial skills. 2. Prepare graduates to define, analyze, and solve complex problems within and between enterprises. 3. Build advanced practical and technical skills to enable the student to conceive, design, build, and test complex engineering systems. 4. Enable students to discover, understand, and incorporate appropriate new technologies in the design and operation of enterprises. 5. Provide the student with a hands -on understanding of the evolving market needs through a tailored and intensive industry -based apprenticeship scheme. 6.",en,Industrial Engineering,IE_StudyPlan 1.txt,source
study_0269,study_plan,Industrial Engineering study plan,"on understanding of the evolving market needs through a tailored and intensive industry -based apprenticeship scheme. 6. Create opportunities to enhance the student’s character, soft skills, and adaptation abilities within different multidisciplinary teams and changing professional environments. 7. Emphasize the need for engaging in life -long and independent learning and professional development. Program Specific Objectives: 1. Develop technical knowledge and skills in core industrial engineering fields, including operations research, production planning, quality control, and manufacturing. 2. Develop technical knowledge and skills in Information Technology and Automation fields, including data analytics, artificial intelligence, enterprise resource planning, and industry 4.0. 3.",en,Industrial Engineering,IE_StudyPlan 1.txt,source
study_0270,study_plan,Industrial Engineering study plan,"Automation fields, including data analytics, artificial intelligence, enterprise resource planning, and industry 4.0. 3. Prepare graduates for a range of career paths, including operations management, engineering consultancy, business analysis and transformation, quality assurance, and logistics/supply chain. 4. Enhance critical thinking, decision strategy, and problem -solving skills to solve complex industrial engineering problems. 5. Promote professional management and effective communication skills. Program Learning Outcomes 1. Apply technical knowledge, scientific principles, and mathematical skills to solve complex engineering problems in various fields, including logistics, operations, and production. 2. Use computer -aided tools to model, simulate, and optimize business operations and industrial systems. 3.",en,Industrial Engineering,IE_StudyPlan 1.txt,source
